time	wallclock_time	start_span	g_sum	f_sum	frac_compute	arg_size_mbs	res_size_mbs	num_workers
15-10-2023 10:05:12	604.752874	0.060187	13264.184501	2392.963006	0.261517	5.728912	5.728912	99
15-10-2023 10:10:23	311.128584	0.081463	49459.528945	14504.649181	2.076642	5.728912	5.728912	99
15-10-2023 10:18:29	485.527879	0.080788	16659.626246	16301.175986	0.685723	5.728912	5.728912	99
15-10-2023 10:28:35	605.971835	0.069391	12378.721318	2393.792969	0.246245	5.728912	5.728912	99
15-10-2023 10:33:46	310.981028	0.024757	48935.994719	14510.815312	2.060823	5.728912	5.728912	99
15-10-2023 10:41:40	474.076984	0.103018	15524.673177	16113.999267	0.674115	5.728912	5.728912	99
15-10-2023 10:51:46	606.482167	0.082247	13071.377532	2396.947017	0.257626	5.728912	5.728912	99
15-10-2023 11:01:53	606.151792	0.052718	49370.879511	2395.167165	0.862638	5.728912	5.728912	99
15-10-2023 11:07:03	310.735514	0.073771	48734.458374	14486.350419	2.055105	5.728912	5.728912	99
15-10-2023 11:14:12	428.899410	0.083366	17127.780596	15947.631175	0.778959	5.728912	5.728912	99
15-10-2023 11:25:02	649.902706	0.083001	13389.516131	2534.049007	0.247489	5.728912	5.728912	99
15-10-2023 11:31:01	358.790364	0.015137	51735.355525	15312.076394	1.887584	5.728912	5.728912	99
15-10-2023 11:38:15	433.468071	0.022974	18000.155883	16144.149816	0.795657	5.728912	5.728912	99
15-10-2023 11:49:03	648.621024	0.084560	13385.756581	2533.140921	0.247906	5.728912	5.728912	99
15-10-2023 11:55:03	360.226180	0.054007	52924.989447	15316.259763	1.913535	5.728912	5.728912	99
15-10-2023 12:02:24	440.915199	0.100298	17138.674473	16192.444193	0.763589	5.728912	5.728912	99
15-10-2023 12:13:14	649.364931	0.085706	13756.690341	2534.079247	0.253406	5.728912	5.728912	99
15-10-2023 12:19:14	359.866042	0.073064	52066.157541	15324.098668	1.891564	5.728912	5.728912	99
15-10-2023 12:27:15	481.335732	0.097860	17617.230280	16755.383532	0.721322	5.728912	5.728912	99
15-10-2023 12:38:07	651.325996	0.089363	14000.297253	2539.373435	0.256503	5.728912	5.728912	99
15-10-2023 12:44:05	358.819377	0.047592	50898.933108	15313.735859	1.863932	5.728912	5.728912	99
15-10-2023 12:51:57	471.539565	0.035739	17016.610436	16660.292708	0.721404	5.728912	5.728912	99
15-10-2023 13:02:47	649.704396	0.096157	13353.266876	2536.044791	0.247032	5.728912	5.728912	99
15-10-2023 13:08:47	359.983031	0.016026	51008.729299	15313.897010	1.860992	5.728912	5.728912	99
15-10-2023 13:15:55	427.929808	0.075050	15868.532813	16112.285673	0.754887	5.728912	5.728912	99
15-10-2023 13:26:44	649.094286	0.086325	14166.151445	2535.069402	0.259899	5.728912	5.728912	99
15-10-2023 13:37:33	648.526761	0.057003	51330.621463	2534.041574	0.838959	5.728912	5.728912	99
15-10-2023 13:43:32	359.530865	0.019510	52959.551594	15318.486167	1.918270	5.728912	5.728912	99
15-10-2023 13:50:37	424.399829	0.034880	18875.100546	16063.219540	0.831556	5.728912	5.728912	99
15-10-2023 14:02:43	726.586038	0.092747	13429.542709	2528.765822	0.221853	5.728912	5.728912	99
15-10-2023 14:08:44	361.156746	0.052963	52578.370955	15322.431113	1.899083	5.728912	5.728912	99
15-10-2023 14:15:49	424.625122	0.092396	17381.288126	16079.744696	0.795973	5.728912	5.728912	99
15-10-2023 14:26:41	651.476199	0.095083	13455.671848	2535.395980	0.247938	5.728912	5.728912	99
15-10-2023 14:32:40	359.486627	0.055459	51945.263623	15324.335511	1.890170	5.728912	5.728912	99
15-10-2023 14:40:01	441.143585	0.074426	17462.928208	16222.937079	0.771316	5.728912	5.728912	99
15-10-2023 14:50:51	649.875352	0.095148	13775.090704	2536.449779	0.253530	5.728912	5.728912	99
15-10-2023 14:56:51	359.341224	0.017069	51810.797682	15328.415066	1.887270	5.728912	5.728912	99
15-10-2023 15:04:52	481.028512	0.078070	17056.540160	16807.142606	0.711096	5.728912	5.728912	99
15-10-2023 15:15:40	647.862517	0.074830	13002.590790	2534.643017	0.242245	5.728912	5.728912	99
15-10-2023 15:21:40	360.049268	0.055299	50364.889051	15320.296448	1.842766	5.728912	5.728912	99
15-10-2023 15:27:33	353.179045	0.033875	16540.946197	15288.860648	0.910341	5.728912	5.728912	99
15-10-2023 15:38:24	650.620235	0.089756	13284.802717	2538.015248	0.245652	5.728912	5.728912	99
15-10-2023 15:49:13	649.062619	0.060159	48951.984962	2537.767281	0.801307	5.728912	5.728912	99
15-10-2023 15:55:13	360.298127	0.054093	49877.423404	15320.049687	1.827821	5.728912	5.728912	99
15-10-2023 16:00:56	343.229537	0.046473	16397.336231	15111.090189	0.927271	5.728912	5.728912	99
15-10-2023 16:11:48	651.644278	0.088163	13380.321502	2541.748438	0.246805	5.728912	5.728912	99
15-10-2023 16:17:49	360.578534	0.055733	50085.292191	15318.849537	1.832189	5.728912	5.728912	99
15-10-2023 16:23:29	339.857276	0.073030	16387.142178	15059.841152	0.934646	5.728912	5.728912	99
15-10-2023 16:34:18	649.720144	0.080339	12631.371099	2534.754126	0.235783	5.728912	5.728912	99
15-10-2023 16:40:19	360.377727	0.048171	49881.778994	15310.419686	1.827269	5.728912	5.728912	99
15-10-2023 16:45:57	338.548460	0.065198	17092.567486	15056.054375	0.959194	5.728912	5.728912	99
15-10-2023 16:56:48	650.470848	0.086782	12790.356248	2539.001855	0.238046	5.728912	5.728912	99
15-10-2023 17:02:48	359.944482	0.054837	49097.029049	15304.088016	1.807269	5.728912	5.728912	99
15-10-2023 17:08:36	347.635157	0.073283	18423.712406	15162.670794	0.975898	5.728912	5.728912	99
15-10-2023 17:19:25	649.461862	0.041219	13452.893114	2536.411710	0.248680	5.728912	5.728912	99
15-10-2023 17:25:26	360.988670	0.030230	50360.308230	15307.745654	1.837492	5.728912	5.728912	99
15-10-2023 17:31:39	373.171950	0.069399	17089.836565	15797.433650	0.890192	5.728912	5.728912	99
15-10-2023 17:42:31	651.195725	0.076652	13721.931622	2536.913177	0.252199	5.728912	5.728912	99
15-10-2023 17:53:20	649.677559	0.054330	49705.215520	2542.208850	0.812329	5.728912	5.728912	99
15-10-2023 17:59:19	359.112377	0.013863	50215.733222	15313.990216	1.843201	5.728912	5.728912	99
15-10-2023 18:04:59	339.359850	0.073413	16723.518368	15250.587420	0.951706	5.728912	5.728912	99
15-10-2023 18:15:50	651.223576	0.084183	13023.096056	2538.166792	0.241368	5.728912	5.728912	99
15-10-2023 18:21:51	360.846572	0.052711	49705.218498	15300.937441	1.819687	5.728912	5.728912	99
15-10-2023 18:27:42	351.193551	0.064658	17996.443391	15239.220483	0.955922	5.728912	5.728912	99
15-10-2023 18:38:33	650.754882	0.105074	13119.667952	2536.733775	0.243018	5.728912	5.728912	99
15-10-2023 18:44:32	359.278415	0.065134	49970.245242	15312.053908	1.835393	5.728912	5.728912	99
15-10-2023 18:50:30	357.241115	0.049787	17151.013893	15342.976616	0.918769	5.728912	5.728912	99
