is_coea_point	is_ea_point	fevals	f1	f2	pred	prey	rel_pred_distances	rel_prey_distances	experiment
false	false	35280000	0.683029	0.683338	[| 0.546091598541 ; 0.562265094632 ; -0.74340862911 ; -0.595133380867 ; -0.356910419873 ; 0.75100899342 ; -0.249214496562 ; 0.674134490063 ; -0.771011748566 ; -0.538025356572 ; -0.138769647813 ; -0.215145324455 ; -0.0181724055136 ; -0.996695687018 ; 0.000299316995148 ; 0.705965253628 ; 0.369290339644 ; 0.801829296347 ; 9.06390717595e-08 ; 0.121200540226 ; 0.828136332103 ; 0.295096312932 |]	[| 4 ; 14.0012754736 ; 14.2504682462 ; 14.6860870063 ; 16.3466847259 ; 14.6910749972 ; 15.0911297756 ; 13.1117443065 ; 4.72522434082 ; 4.84570083398 ; 4.76571580501 ; 4.86155032282 ; 4.70879033761 ; 4.72996035263 ; 4.73371125774 |]	6.56985131569,6.49304261163,6.94355250791,6.21347799865,6.2507511012,6.13763955472,6.40909154649,6.06965180536,6.47257145434,6.01156894841,6.9795579085,7.2186686569,6.34936360526,6.84941059368,6.14226643141,5.7441019199,6.33295098596,6.33204618945,6.99254999977,4.76360566758,4.48870276098,2.82808762975,3.56059594479,4.42387109353,0.	5.90284586406,5.60096099182,5.03052663484,5.46022518288,3.95860708563,5.9578429342,5.18519616304,5.04043826083,4.87060519621,4.87060519621,4.87060519621,4.04435461414,5.00009401486,5.90284586406,4.8997077899,4.4907813212,4.58474494443,4.58474494443,5.03444353143,1.11907039341,1.11907039341,1.19958223755,1.19958223755,1.19958223755,0.	job_3500625.out
true	false	35280000	0.606813	0.659470	[| 0.123126465011 ; 0.000206321042554 ; 0.824957191706 ; 0.595073035089 ; 0.352031788749 ; 0.704795622501 ; 0.132634381381 ; 0.469166249851 ; -0.0132115381784 ; 0.663067708575 ; 0.287308767061 ; 0.355165052721 ; -0.406557811957 ; -0.82423072052 ; 0.00230734704931 ; 4.86644330423e-05 ; 0.0153887359333 ; 0.00934883798218 ; 0.207829051062 ; 0.081347587466 ; 0.820074296948 ; 0.966927398061 |]	[| 123 ; 14.0012754736 ; 14.2504682462 ; 14.6860870063 ; 13.1501955705 ; 14.6910749972 ; 15.0911297756 ; 14.5250283551 ; 4.72522434082 ; 4.84570083398 ; 4.76571580501 ; 4.86155032282 ; 4.70879033761 ; 4.72996035263 ; 4.70956736049 |]	7.68697540228,7.59775171574,7.56859584957,7.18739969576,7.15525563736,7.25791561946,7.53979785337,6.69874942909,7.16639561806,6.49646653831,7.2098423861,7.43582094956,8.58473505994,7.68599693375,7.6515496856,6.72361889319,5.91478478593,5.92176266217,7.75928013705,7.76995171514,8.76530407532,8.43382614525,8.01142471585,6.35977054656,7.57524430941	5.91409875806,5.4796251728,4.90919081581,5.33888936385,3.89126655184,5.83650711517,5.1231014542,4.9191024418,4.73719742856,4.73719742856,4.73719742856,3.97701408035,4.86668624721,5.91409875806,4.76630002225,4.35737355355,4.45133717678,4.45133717678,4.90103576378,0.21623509548,0.21623509548,1.13572325134,1.13572325134,1.13572325134,1.33530548889	job_3500625.out
false	true	35280000	0.591911	0.721989	[| 0.0772184062904 ; 0.532685991792 ; 0.391031868658 ; -0.926229621667 ; 0.029335725859 ; 0.642518006105 ; -0.625052955198 ; 0.469914938023 ; -3.40080903569e-07 ; -7.7590721768e-05 ; 0.000200652828838 ; 0.0985967005828 ; -0.758019492897 ; -0.525204962985 ; 0.421062955778 ; 0.150336363526 ; 0.759837941294 ; 0.134395955136 ; 1.74166805866e-05 ; 9.93641588289e-08 ; 0.689513938493 ; 0.374908000445 |]	[| 213 ; 9.7651225978 ; 7.10451524079 ; 19.7854159555 ; 13.0249213571 ; 8.51991778475 ; 19.733433352 ; 12.5233819515 ; 4.23374448762 ; 4.76789903233 ; 2.742713084 ; 4.79626608418 ; 2.72605015756 ; 1.96733672807 ; 4.62738380439 |]	4.06986571003,4.10113193017,4.34977122321,4.05912299108,4.09639609363,4.09857418095,4.31639435765,4.11321223996,4.23678693832,3.56685785858,4.43115510816,4.1853885381,4.33862832808,4.23125317088,4.25197980843,3.29446051718,3.68207925973,3.60760069137,4.76226958957,5.48615201187,6.46518369868,5.96486573989,6.27950501714,4.87113170782,5.62914821172	2.03976185077,2.42150766248,1.92257275841,2.45791420049,3.1828077249,2.03612192849,4.15339216941,1.92471424043,0.39479706967,0.39479706967,0.39479706967,3.25252003435,0.265308251025,2.03976185077,0.417217256133,0.774620944683,0.680657321455,0.680657321455,0.299657767593,5.18907239187,5.18907239187,5.10856054773,5.10856054773,5.10856054773,5.10624506404	job_3500625.out
false	false	40299000	0.569906	0.703273	[| 0.0158361893189 ; 0.855533445367 ; 0.302802115321 ; -0.689962106685 ; 0.494344471201 ; 0.633604276385 ; -0.87100927998 ; 0.402224466244 ; -0.403586200372 ; -0.917053264088 ; 0.572421125863 ; 0.0497711431594 ; 0.653732006867 ; -0.955545876415 ; 0.318655041586 ; 0.158175254628 ; 0.804585854914 ; 0.125786186491 ; 0.00016830053283 ; 0.514804655422 ; 0.320388559162 ; 0.314754164964 |]	[| 213 ; 19.3553295566 ; 7.08447814242 ; 19.7974839219 ; 13.7831315798 ; 7.12329293519 ; 19.6850741616 ; 7.08614030073 ; 1.97793496695 ; 4.79283249407 ; 2.81135922819 ; 4.84322286333 ; 2.6828383799 ; 2.35921370722 ; 4.68941200376 |]	0.,1.09821843979,0.608561871506,2.14134055348,2.35477026533,2.20879698797,1.81580824451,1.70234471939,2.99678545438,2.2226382444,2.50689461309,2.77817622201,2.28249037044,1.59735319121,2.57302853221,2.09726112681,3.46380711257,2.36132832528,2.24746863225,2.72397879534,2.71812458523,7.55361052927,6.92755687838,5.89813701336,5.98832642992,5.32562825089,5.8707608457,6.58664347997	0.,0.221701504372,0.221701504372,1.46731131238,1.09693675163,1.13105203882,1.46731131238,2.06215993953,3.09394307363,3.2778866989,2.79540791709,2.87008213311,2.79540791709,2.15589291176,3.76066161689,3.76066161689,1.99703654476,2.1581623386,2.33699430902,2.22730608292,2.26823659367,6.12788185122,6.12788185122,6.12788185122,6.04737000708,6.04737000708,6.04737000708,6.10995944051	job_3500625.out
false	false	40299000	0.569946	0.703128	[| 0.0156198502037 ; 0.855533445367 ; 0.302802115321 ; -0.64697338072 ; 0.494344471201 ; 0.619089022209 ; -0.869923076789 ; 0.402224466244 ; -0.294462752192 ; -0.772314792994 ; -0.112167131419 ; -0.199931989436 ; 0.653732006867 ; -0.78117944493 ; 0.318655041586 ; 0.158175254628 ; 0.804585854914 ; 0.125786186491 ; 0.000421509738625 ; 0.745084250511 ; 0.448441573801 ; 0.343615484716 |]	[| 213 ; 19.3553295566 ; 7.08447814242 ; 19.7974839219 ; 13.7831315798 ; 7.12329293519 ; 19.6850741616 ; 7.08614030073 ; 1.97793496695 ; 4.79283249407 ; 3.2752789317 ; 4.84322286333 ; 2.25995206592 ; 2.35921370722 ; 4.68941200376 |]	1.09821843979,0.,1.01978015877,2.30889205491,2.18025552273,2.20251391744,1.3006881195,2.23462456318,2.67706636085,2.22297249776,2.51094235579,2.71658544998,2.2828246238,1.76575848607,2.75733970392,2.26566642167,3.61220214946,1.94645958053,1.94950843497,2.44470375745,2.43884954733,7.57481171232,6.94875806143,5.66323216714,6.0094354837,5.04560998862,5.74187105756,6.31515280446	0.221701504372,0.,0.,1.5755080097,1.20513344895,1.23924873615,1.5755080097,2.05190159214,3.08368472625,3.26762835152,2.73059988993,2.85982378572,2.73059988993,2.34650772609,3.75040326951,3.75040326951,2.21873804913,2.34877715293,2.35626271659,2.43564160586,2.33949500104,6.11762350384,6.11762350384,6.11762350384,6.03711165969,6.03711165969,6.03711165969,6.09970109312	job_3500625.out
false	false	40299000	0.570428	0.702916	[| 0.0158361893189 ; 0.855533445367 ; 0.302802115321 ; -0.64697338072 ; 0.494344471201 ; 0.619089022209 ; -0.869923076789 ; 0.365962761442 ; -0.555003410506 ; -0.931860934175 ; 0.471730041764 ; -0.21728082825 ; 0.653732006867 ; -0.78117944493 ; 0.318655041586 ; 0.147284477486 ; 0.804585854914 ; 0.125786186491 ; 0.000130041847583 ; 0.555300551175 ; 0.176173511662 ; 0.326082929716 |]	[| 213 ; 19.3553295566 ; 7.08447814242 ; 19.7974839219 ; 13.7831315798 ; 7.12329293519 ; 19.6850741616 ; 7.08614030073 ; 1.97793496695 ; 4.79283249407 ; 3.2752789317 ; 4.84322286333 ; 2.25995206592 ; 2.35921370722 ; 4.68941200376 |]	0.608561871506,1.01978015877,0.,2.25828178587,2.17299607787,2.26384737874,1.89978187704,1.70745545535,2.99485154154,2.20576065439,2.33859981294,2.61062409523,2.26561278043,1.71120625097,2.78109098857,2.21111418657,3.50716781275,2.38754126797,2.18202433589,2.45828740962,2.31367939349,7.6377991243,6.74661672013,6.00562695011,6.07242289568,5.16025027394,6.06248428625,6.36079137762	0.221701504372,0.,0.,1.5755080097,1.20513344895,1.23924873615,1.5755080097,2.05190159214,3.08368472625,3.26762835152,2.73059988993,2.85982378572,2.73059988993,2.34650772609,3.75040326951,3.75040326951,2.21873804913,2.34877715293,2.35626271659,2.43564160586,2.33949500104,6.11762350384,6.11762350384,6.11762350384,6.03711165969,6.03711165969,6.03711165969,6.09970109312	job_3500625.out
false	false	40299000	0.582637	0.702866	[| 0.0255841977159 ; 0.820959943075 ; 0.267920534272 ; -0.651597876777 ; 0.663727446592 ; 0.605350013266 ; -0.588370561073 ; 0.461741278499 ; -0.458011970383 ; -0.943450029952 ; 0.95802716517 ; -0.0188530618017 ; 0.234852358606 ; -0.234296230236 ; 0.293934745594 ; 0.130950163513 ; 0.658117820806 ; 0.112131091013 ; 0.00163013826492 ; 0.871800741097 ; 0.377849742431 ; 0.639675256776 |]	[| 213 ; 18.6370478076 ; 7.10451524079 ; 19.7974839219 ; 13.0249213571 ; 7.1102144569 ; 19.2389689989 ; 11.8591403461 ; 4.16808089709 ; 4.67716535224 ; 3.03836884227 ; 4.79626608418 ; 3.55843406605 ; 2.63162208414 ; 4.90838436603 |]	2.14134055348,2.30889205491,2.25828178587,0.,1.33325757668,0.967030921511,2.12897908596,1.82249721381,1.85988185977,0.678210132671,0.850602076326,3.26774301399,0.923824281307,2.05168855758,2.38616915149,2.13271684492,2.68446848467,2.91626442507,2.56264550065,2.81663219729,2.76779550291,7.3339996595,6.70794600861,5.86349451513,5.81304749997,5.92799344993,6.09750083352,6.26004417533	1.46731131238,1.5755080097,1.5755080097,0.,0.42720282403,0.336259273555,0.,1.47116791351,2.48036656155,2.47801140978,2.43689184746,2.35670218132,2.43689184746,1.2192222135,2.96149110862,2.96149110862,1.05393965169,1.1864657587,1.09549799399,1.3905425282,1.71174524666,4.95147510224,4.95147510224,4.95147510224,4.8709632581,4.8709632581,4.8709632581,4.9436303699	job_3500625.out
false	false	40299000	0.583279	0.702667	[| 0.0255841977159 ; 0.825472932667 ; 0.267920534272 ; -0.651597876777 ; 0.135029379833 ; 0.605350013266 ; -0.588370561073 ; 0.461741278499 ; -0.458011970383 ; -0.943450029952 ; 0.0468083103277 ; 0.378992767342 ; 0.541097934782 ; -0.234296230236 ; 0.293934745594 ; 0.179368965324 ; 0.663903091326 ; 0.112131091013 ; 0.00163013826492 ; 0.871800741097 ; 0.175313391134 ; 0.639675256776 |]	[| 213 ; 18.6370478076 ; 7.09095207407 ; 19.7974839219 ; 13.0249213571 ; 7.06772190111 ; 19.2389689989 ; 7.14103123806 ; 4.04049963357 ; 4.8943482904 ; 3.03836884227 ; 4.79626608418 ; 3.55843406605 ; 2.63162208414 ; 4.90838436603 |]	2.35477026533,2.18025552273,2.17299607787,1.33325757668,0.,1.33727434535,1.72381411377,2.24479621,1.75967665131,1.65494044368,1.63211686889,2.93333714954,1.46063253541,2.21067558215,3.12099414092,2.55101733893,3.68933360052,2.76894975732,2.37786178338,2.42941912723,2.38058243285,6.6508429487,5.75794030347,5.26215173744,5.45920454262,5.43995256101,5.59299565945,5.91832351853	1.09693675163,1.20513344895,1.20513344895,0.42720282403,0.,0.0909435504753,0.42720282403,1.26023654312,2.42861385125,2.50136664884,2.38513913717,2.30494947103,2.38513913717,1.58757311018,2.98484634768,2.98484634768,1.43577563567,1.56636414744,1.47539638273,1.81580775698,2.0916436354,5.29441018541,5.29441018541,5.29441018541,5.21389834126,5.21389834126,5.21389834126,5.28656545306	job_3500625.out
false	false	40299000	0.585101	0.702363	[| 0.0211104854899 ; 0.820959943075 ; 0.267920534272 ; -0.651597876777 ; 0.135029379833 ; 0.605350013266 ; -0.62357753553 ; 0.461741278499 ; -0.458011970383 ; -0.459871446557 ; 0.88912960714 ; -0.0955515735119 ; 0.709076587321 ; -0.234296230236 ; 0.293934745594 ; 0.130950163513 ; 0.663903091326 ; 0.112131091013 ; 0.000879707594017 ; 0.816206077426 ; 0.354048537013 ; 0.682648934247 |]	[| 213 ; 18.6370478076 ; 7.10451524079 ; 19.7974839219 ; 13.0249213571 ; 7.1102144569 ; 19.2389689989 ; 7.15151051631 ; 4.16808089709 ; 4.67716535224 ; 3.03836884227 ; 4.79626608418 ; 3.55843406605 ; 2.63162208414 ; 4.90838436603 |]	2.20879698797,2.20251391744,2.26384737874,0.967030921511,1.33727434535,0.,2.0664667484,1.51096516053,1.99613503694,1.12774239528,1.08088800034,2.75451300298,0.91086920534,1.91717676254,2.65979898433,2.40634667775,2.36110945339,2.84650802149,2.38676453294,2.6404016753,2.5919145352,7.0300261935,6.54999404869,5.60145406531,5.50907403397,5.71885238117,5.87066735816,5.82296242248	1.13105203882,1.23924873615,1.23924873615,0.336259273555,0.0909435504753,0.,0.336259273555,1.16929299264,2.33767030078,2.41042309836,2.2941955867,2.21400592055,2.2941955867,1.55548148706,2.8939027972,2.8939027972,1.39019892524,1.52272503226,1.43175726755,1.72680180175,2.04800452022,5.2877343758,5.2877343758,5.2877343758,5.20722253166,5.20722253166,5.20722253166,5.27988964345	job_3500625.out
false	false	40299000	0.587434	0.702251	[| 0.0255841977159 ; 0.823524465148 ; 0.267920534272 ; -0.603538897145 ; 0.135029379833 ; 0.631162039433 ; -0.609980218982 ; 0.43836561216 ; -0.333900415005 ; -0.933059371801 ; -0.219528064774 ; -0.0130038687462 ; 0.510809207635 ; -0.78117944493 ; 0.276044271839 ; 0.0673692343346 ; 0.70080849508 ; 0.118127743833 ; 0.00101483785983 ; 0.64534006815 ; 0.563597204494 ; 0.450393406859 |]	[| 213 ; 18.6370478076 ; 7.10451524079 ; 19.7974839219 ; 13.0249213571 ; 7.1102144569 ; 19.2389689989 ; 11.8591403461 ; 4.16808089709 ; 4.67716535224 ; 3.03836884227 ; 4.79626608418 ; 3.55843406605 ; 2.63162208414 ; 4.90838436603 |]	1.81580824451,1.3006881195,1.89978187704,2.12897908596,1.72381411377,2.0664667484,0.,1.63785135437,2.12705278397,2.18750206909,2.20120809574,2.86180705878,1.97158450291,1.81912771272,2.39054276322,2.12918074236,3.32889898383,1.80737005197,2.15567404724,2.47954191715,2.58946452601,7.01135343701,6.38529978613,5.02783476092,5.4459772084,5.09218648275,4.71007970514,5.83877839113	1.46731131238,1.5755080097,1.5755080097,0.,0.42720282403,0.336259273555,0.,1.47116791351,2.48036656155,2.47801140978,2.43689184746,2.35670218132,2.43689184746,1.2192222135,2.96149110862,2.96149110862,1.05393965169,1.1864657587,1.09549799399,1.3905425282,1.71174524666,4.95147510224,4.95147510224,4.95147510224,4.8709632581,4.8709632581,4.8709632581,4.9436303699	job_3500625.out
false	false	40299000	0.588582	0.701237	[| 0.0255841977159 ; 0.820959943075 ; 0.267920534272 ; -0.577286999903 ; 0.135029379833 ; 0.612377878002 ; -0.588370561073 ; 0.461741278499 ; -0.63428706282 ; -0.933059371801 ; 0.893582768657 ; -0.110059413567 ; 0.79805090671 ; -0.78117944493 ; 0.276044271839 ; 0.124406589794 ; 0.663903091326 ; 0.112131091013 ; 0.000956515985369 ; 0.270201169177 ; 0.377849742431 ; 0.480888090181 |]	[| 213 ; 16.6106118674 ; 7.66450666259 ; 17.5622457092 ; 12.8827383311 ; 7.35855738489 ; 19.2910856698 ; 7.39220098512 ; 4.71141553555 ; 4.29442838837 ; 4.56330661734 ; 4.90231832341 ; 3.40426670418 ; 2.59397558902 ; 4.55294463144 |]	1.70234471939,2.23462456318,1.70745545535,1.82249721381,2.24479621,1.51096516053,1.63785135437,0.,2.67622321789,1.82158456353,1.68955022511,2.50319602165,1.62727665525,2.07428972135,2.81691194314,2.56345963657,3.03473198206,2.62581067596,2.66590288478,3.10697543595,2.88165590522,6.93253102919,6.30647737831,5.60331970437,5.39071568196,5.21864712865,5.46709496371,5.66020942263	2.06215993953,2.05190159214,2.05190159214,1.47116791351,1.26023654312,1.16929299264,1.47116791351,0.,1.27963773436,2.57940064055,1.55548276494,1.37561958703,1.55548276494,1.81991433045,2.93131825718,2.93131825718,1.92024230369,1.81393288674,1.7285550641,2.08354424666,2.41980871396,4.53216925796,4.53216925796,4.53216925796,4.45165741382,4.45165741382,4.45165741382,4.44601316109	job_3500625.out
false	false	40299000	0.589396	0.701038	[| 0.0220452772092 ; 0.829550941626 ; 0.345116298014 ; -0.577286999903 ; 0.325777598473 ; 0.574569854702 ; -0.494160439706 ; 0.576055860196 ; -0.797088475455 ; -0.596475634964 ; 0.306774302784 ; 0.569053627129 ; 0.260670083877 ; -0.489477608002 ; 0.262252598229 ; 0.0798994336375 ; 0.663903091326 ; 0.0719361752235 ; 0.000272183216386 ; 0.897243694703 ; 0.587107771279 ; 0.655169744046 |]	[| 213 ; 16.6567046019 ; 7.3301665784 ; 17.5071788391 ; 13.4253839413 ; 8.44868342326 ; 17.0722359953 ; 8.50645160583 ; 4.69075046838 ; 4.29275162508 ; 4.85699115192 ; 4.9679222348 ; 3.19295926482 ; 4.8155561577 ; 3.79216101637 |]	2.99678545438,2.67706636085,2.99485154154,1.85988185977,1.75967665131,1.99613503694,2.12705278397,2.67622321789,0.,1.8638436871,1.64322351052,3.54266474004,1.81397574677,2.57391987862,2.89510677852,2.68076589123,3.31363684811,2.16576385289,2.96262651491,3.33921748168,3.04438164561,6.54862997143,6.03591413235,5.07754904093,5.63826513044,5.99356830537,4.91371530784,6.07948300461	3.09394307363,3.08368472625,3.08368472625,2.48036656155,2.42861385125,2.33767030078,2.48036656155,1.27963773436,0.,2.72821164246,0.424845610823,0.25977430768,0.424845610823,2.72206551941,3.26024709804,3.26024709804,2.81206095907,2.7160840757,2.71604811188,2.89626115808,3.34945537821,3.92533304325,3.92533304325,3.92533304325,3.84482119911,3.84482119911,3.84482119911,3.82991167674	job_3500625.out
false	false	40299000	0.594062	0.700729	[| 0.0218432547322 ; 0.818466245102 ; 0.250357459331 ; -0.577286999903 ; 0.657541212127 ; 0.574569854702 ; -0.552089036391 ; 0.576055860196 ; -0.399872711034 ; -0.899148870284 ; 0.903689038256 ; -0.361237027704 ; 0.479558897072 ; -0.383581493441 ; 0.262252598229 ; 0.130950163513 ; 0.663903091326 ; 0.100673544724 ; 0.000232392753067 ; 0.871800741097 ; 0.357986830036 ; 0.655169744046 |]	[| 194 ; 18.38312682 ; 7.3879228596 ; 20.5297852966 ; 13.6444535162 ; 7.20814817746 ; 20.2048039038 ; 9.03220725131 ; 4.38572426443 ; 4.27701238664 ; 3.81801697261 ; 4.70159868658 ; 4.32385306004 ; 3.50691138884 ; 3.78054856092 |]	2.2226382444,2.22297249776,2.20576065439,0.678210132671,1.65494044368,1.12774239528,2.18750206909,1.82158456353,1.8638436871,0.,0.527504531693,2.87157815801,0.281895673318,1.99670955265,2.57589668503,2.32244437846,2.46498509039,3.07659598309,2.1943558017,2.57884456823,2.57299035811,7.5316122687,6.90555861782,6.16810344834,6.01066010917,5.70840175389,6.36582824205,6.04096194175	3.2778866989,3.26762835152,3.26762835152,2.47801140978,2.50136664884,2.41042309836,2.47801140978,2.57940064055,2.72821164246,0.,2.75411003838,2.65225403274,2.75411003838,3.25374179629,0.71212905821,0.71212905821,3.19839964017,3.24817574794,3.0750398043,3.35295062146,3.81953196891,4.83182175591,4.83182175591,4.83182175591,4.75130991177,4.75130991177,4.75130991177,4.72860852079	job_3500625.out
false	false	40299000	0.595355	0.699812	[| 0.0210903243075 ; 0.785955003413 ; 0.266342724873 ; -0.577286999903 ; 0.21761915522 ; 0.574569854702 ; -0.610935842742 ; 0.576055860196 ; -0.56722273401 ; -0.899148870284 ; 0.903689038256 ; -0.361237027704 ; 0.187319322593 ; -0.383581493441 ; 0.262252598229 ; 0.130950163513 ; 0.663903091326 ; 0.100673544724 ; 0.000232392753067 ; 0.878869237549 ; 0.357986830036 ; 0.655169744046 |]	[| 213 ; 16.6567046019 ; 7.3301665784 ; 20.2998093435 ; 13.4253839413 ; 8.44868342326 ; 17.0722359953 ; 8.50645160583 ; 4.69075046838 ; 4.29275162508 ; 4.85699115192 ; 4.9679222348 ; 2.57373902036 ; 4.8155561577 ; 4.07442878538 |]	2.50689461309,2.51094235579,2.33859981294,0.850602076326,1.63211686889,1.08088800034,2.20120809574,1.68955022511,1.64322351052,0.527504531693,0.,3.15463923065,0.245608858375,2.10198146893,2.3419969201,2.08854461352,2.91726592228,2.70069975128,2.39554890034,2.79602293241,2.63919559278,7.09458266265,6.46852901177,5.67222703594,5.57363050313,5.6286342057,5.928798636,5.60393233571	2.79540791709,2.73059988993,2.73059988993,2.43689184746,2.38513913717,2.2941955867,2.43689184746,1.55548276494,0.424845610823,2.75411003838,0.,0.611177967671,0.,2.6438788714,3.28614549395,3.28614549395,2.76278871271,2.66681182934,2.674297393,2.62105588557,2.9980945371,4.20904476957,4.20904476957,4.20904476957,4.12853292542,4.12853292542,4.12853292542,4.11362340306	job_3500625.out
false	false	40299000	0.595362	0.699330	[| 0.0256996872711 ; 0.820959943075 ; 0.188284649912 ; -0.577286999903 ; 0.488321452885 ; 0.626419761488 ; -0.618695506812 ; 0.601986302876 ; -0.416249604494 ; -0.156033375582 ; 0.0331858116888 ; -0.818013649341 ; 0.858914040787 ; -0.253374801512 ; 0.262252598229 ; 0.0783790675355 ; 0.663903091326 ; 0.148570383098 ; 0.00124572226295 ; 0.246161833002 ; 0.246238504747 ; 0.114816944074 |]	[| 213 ; 17.678867244 ; 7.28646349366 ; 17.5071788391 ; 13.6126662076 ; 7.46666825939 ; 17.0722359953 ; 8.50645160583 ; 4.69075046838 ; 4.42918778938 ; 4.85699115192 ; 4.92258984918 ; 3.04607536316 ; 4.88738289201 ; 3.79216101637 |]	2.77817622201,2.71658544998,2.61062409523,3.26774301399,2.93333714954,2.75451300298,2.86180705878,2.50319602165,3.54266474004,2.87157815801,3.15463923065,0.,2.92540726573,2.63415554352,3.71502594859,3.14504914659,3.09796384561,2.95591771055,2.93348909444,2.9120998801,2.99667691472,7.21531190898,6.7874271609,5.98593057405,5.69435974945,5.25627124709,6.10619338183,5.59003798365	2.87008213311,2.85982378572,2.85982378572,2.35670218132,2.30494947103,2.21400592055,2.35670218132,1.37561958703,0.25977430768,2.65225403274,0.611177967671,0.,0.611177967671,2.73690284628,3.17804619049,3.17804619049,2.82689828594,2.73092140257,2.73840696623,2.91339614375,3.29837228173,4.06746846651,4.06746846651,4.06746846651,3.98695662237,3.98695662237,3.98695662237,3.9720471	job_3500625.out
false	false	40299000	0.595661	0.698193	[| 0.0218432547322 ; 0.785955003413 ; 0.250357459331 ; -0.577286999903 ; 0.21761915522 ; 0.574569854702 ; -0.610935842742 ; 0.576055860196 ; -0.399872711034 ; -0.899148870284 ; 0.903689038256 ; -0.361237027704 ; 0.479558897072 ; -0.383581493441 ; 0.262252598229 ; 0.130950163513 ; 0.663903091326 ; 0.100673544724 ; 0.000232392753067 ; 0.871800741097 ; 0.357986830036 ; 0.655169744046 |]	[| 213 ; 16.6567046019 ; 7.3301665784 ; 20.2998093435 ; 13.4253839413 ; 8.44868342326 ; 17.0722359953 ; 8.50645160583 ; 4.69075046838 ; 4.29275162508 ; 4.85699115192 ; 4.9679222348 ; 2.57373902036 ; 4.8155561577 ; 4.07442878538 |]	2.28249037044,2.2828246238,2.26561278043,0.923824281307,1.46063253541,0.91086920534,1.97158450291,1.62727665525,1.81397574677,0.281895673318,0.245608858375,2.92540726573,0.,1.85787847141,2.39013349705,2.13668119048,2.68803395736,2.91468049036,2.18230220097,2.5667909675,2.56093675738,7.30856340173,6.68250975085,5.88620777502,5.78761124221,5.5503753703,6.14277937508,5.81791307479	2.79540791709,2.73059988993,2.73059988993,2.43689184746,2.38513913717,2.2941955867,2.43689184746,1.55548276494,0.424845610823,2.75411003838,0.,0.611177967671,0.,2.6438788714,3.28614549395,3.28614549395,2.76278871271,2.66681182934,2.674297393,2.62105588557,2.9980945371,4.20904476957,4.20904476957,4.20904476957,4.12853292542,4.12853292542,4.12853292542,4.11362340306	job_3500625.out
false	false	40299000	0.595667	0.696804	[| 0.0174320219334 ; 0.809496513293 ; 0.236930271839 ; -0.577286999903 ; 0.313600727534 ; 0.574569854702 ; -0.811662122332 ; 0.576055860196 ; -0.35967170674 ; -0.884064601369 ; 0.478211729264 ; 0.00765921812783 ; 0.689926093217 ; 0.397492636999 ; 0.262252598229 ; 0.109586975994 ; 0.765036597156 ; 0.148570383098 ; 0.00105763377892 ; 0.638604897763 ; 0.409289813927 ; 0.356579212296 |]	[| 213 ; 9.7651225978 ; 7.0871062183 ; 19.9878167671 ; 12.5678306306 ; 7.40581737186 ; 19.7807541278 ; 12.5233819515 ; 4.81533019148 ; 4.79099401646 ; 2.87353260826 ; 4.85326409676 ; 3.17791620986 ; 2.71025532849 ; 4.62738380439 |]	1.59735319121,1.76575848607,1.71120625097,2.05168855758,2.21067558215,1.91717676254,1.81912771272,2.07428972135,2.57391987862,1.99670955265,2.10198146893,2.63415554352,1.85787847141,0.,1.10680084775,0.53682404575,2.44801188092,2.35014887043,2.12401768154,2.19215651039,2.23689466682,7.7813714985,7.15531784761,5.87396848134,6.26041933897,4.64262763807,6.21620095143,6.65961741738	2.15589291176,2.34650772609,2.34650772609,1.2192222135,1.58757311018,1.55548148706,1.2192222135,1.81991433045,2.72206551941,3.25374179629,2.6438788714,2.73690284628,2.6438788714,0.,3.73722149513,3.73722149513,0.232416319151,0.0344804500007,0.285371206473,0.712133983906,0.802200400112,4.86861329419,4.86861329419,4.86861329419,4.78810145005,4.78810145005,4.78810145005,4.81967678379	job_3500625.out
