is_coea_point	is_ea_point	fevals	f1	f2	pred	prey	rel_pred_distances	rel_prey_distances	experiment
false	false	15120000	0.561512	0.692509	[| 0.111985682325 ; 0.575364521374 ; 0.341907518992 ; -0.677501401848 ; -0.435478905479 ; 0.901119313923 ; -0.484658176052 ; -0.217042860468 ; -0.52906074953 ; 0.00332760427494 ; -0.119541261419 ; 0.319536617276 ; 0.870788564156 ; -0.221145252921 ; 0.307916017181 ; 0.150341843261 ; 0.72082764985 ; 0.223726962986 ; 0.00145955600627 ; 0.00402432844613 ; 0.359574895739 ; 0.031702003973 |]	[| 213 ; 15.61087676 ; 8.69935743797 ; 14.1667532714 ; 13.1876035903 ; 7.92674344211 ; 15.0757525199 ; 8.20199666778 ; 4.92472899268 ; 4.47757577584 ; 4.89980164826 ; 4.76517263391 ; 4.83927105443 ; 4.91773150691 ; 4.92081186829 |]	3.16285525011,0.,1.63026581463,2.18355290583,2.94364970852	1.47359573596,0.,7.41091396111,0.694460862596,2.29844912691	job_3500626.out
false	false	15120000	0.563870	0.687286	[| 0.151451538773 ; 0.796153737621 ; 0.361058650726 ; -0.677501401848 ; 0.322687115034 ; 0.668886174277 ; -0.573442446926 ; 0.146325094227 ; -0.188351944952 ; -0.407735275541 ; -0.119541261419 ; 0.474028964927 ; 0.900577459197 ; -0.058430682704 ; 0.307916017181 ; 0.117591077593 ; 0.735993830806 ; 0.223726962986 ; 0.00239851262765 ; 0.0278876015034 ; 0.364735383796 ; 0.0435980741656 |]	[| 194 ; 11.7431257039 ; 7.31947910853 ; 17.5818880442 ; 7.89582962978 ; 20.9629702333 ; 7.77242932317 ; 20.3358636667 ; 4.76603883096 ; 3.63570818236 ; 4.14932167821 ; 2.60087154914 ; 1.3280853617 ; 3.55430442781 ; 1.33223763589 |]	2.94829508906,1.63026581463,0.,2.55145646228,2.78309909362	6.3292455215,7.41091396111,0.,7.11398606317,6.74760961872	job_3500626.out
false	false	15120000	0.571924	0.686011	[| 0.11128366869 ; 0.612774860698 ; 0.341907518992 ; -0.677501401848 ; -0.0415560094006 ; 0.556723116183 ; -0.467303677112 ; -0.299880505725 ; -0.116652837746 ; -0.173172493728 ; -0.322163868064 ; 0.22368317614 ; -0.532890550142 ; -0.827065440805 ; 0.307916017181 ; 0.170767724331 ; 0.609742682022 ; 0.246316955517 ; 0.00208468473247 ; 0.0135914501403 ; 0.25807080379 ; 0.0435980741656 |]	[| 213 ; 14.0584880605 ; 9.11865314899 ; 14.0213276132 ; 14.0210822106 ; 8.60268377585 ; 14.0947208298 ; 8.7790054253 ; 4.92472899268 ; 4.87315599385 ; 4.86731136407 ; 4.54878082841 ; 4.83581921936 ; 4.72044987924 ; 4.46946975131 |]	4.1433454231,2.18355290583,2.55145646228,0.,3.90596543129	1.28053892185,0.694460862596,7.11398606317,0.,2.09612005176	job_3500626.out
false	false	15120000	0.579296	0.674694	[| 0.0553545868983 ; 0.650239551883 ; 0.341347109107 ; -0.438592023368 ; 0.0635077985862 ; 0.810955631669 ; -0.862363501088 ; 0.968462332417 ; -0.258781615196 ; -0.0354533717724 ; -0.989891133715 ; -0.746597530702 ; 0.839233030173 ; 0.219663642139 ; 0.213924859666 ; 0.103346842573 ; 0.807361134156 ; 0.210050240452 ; 0.00150845164213 ; 0.00781810517674 ; 0.364735383796 ; 0.0387764349381 |]	[| 213 ; 12.032015526 ; 17.850167717 ; 12.2271541196 ; 9.18834351328 ; 9.33317099052 ; 12.2107572208 ; 12.3042339893 ; 4.89850280471 ; 4.55708813478 ; 4.86731136407 ; 3.68005063148 ; 4.86135985572 ; 4.80124666444 ; 4.81528009821 |]	2.56424422502,2.94364970852,2.78309909362,3.90596543129,0.	1.34779330677,2.29844912691,6.74760961872,2.09612005176,0.	job_3500626.out
true	false	15120000	0.667189	0.670900	[| 0.385652341679 ; 0.638450040053 ; -0.306737504953 ; -0.190704818598 ; 0.772723570788 ; 0.861824333474 ; -0.32850090984 ; -0.686721945517 ; -0.0480463919853 ; -0.20985168637 ; -0.443270560427 ; -0.211632619835 ; 0.217053514653 ; -0.0833604645071 ; 0.00907584606582 ; 0.372614863098 ; 0.282579945892 ; 0.22381199956 ; 0.000134263189313 ; 0.0604955883236 ; 0.239646641407 ; 0.392685060582 |]	[| 4 ; 11.0822292938 ; 10.266301876 ; 11.134585504 ; 9.53606266881 ; 10.9659631106 ; 10.5902466677 ; 10.2127733695 ; 4.80941325917 ; 4.55086978689 ; 4.74169899997 ; 4.86732638259 ; 4.84573593953 ; 4.20652707865 ; 4.75852652983 |]	5.90113457021,4.50959969185,4.37411018513,4.03467645262,5.00630919081	2.14619726234,2.92611968516,6.32718040058,2.76632050992,2.61301635099	job_3500626.out
false	true	15120000	0.576599	0.708836	[| 0.0107859352834 ; 0.792035218328 ; 0.064230152475 ; -0.508884368503 ; 0.737931613844 ; 0.438467835013 ; 0.332602347136 ; 0.527096348065 ; -0.400568721623 ; -0.000130954717275 ; -0.102703253855 ; 0.613131017973 ; 0.193305620364 ; 0.0752089370119 ; 0.231374079379 ; 0.00350231597937 ; 0.248081605371 ; 0.0938950925119 ; 2.73205863653e-07 ; 0.00324837523573 ; 0.0887234992557 ; 0.193554744731 |]	[| 213 ; 12.032015526 ; 13.5732632165 ; 12.2271541196 ; 12.0764917293 ; 10.6968199565 ; 12.2107572208 ; 12.3042339893 ; 4.71367020086 ; 4.55708813478 ; 4.86731136407 ; 4.54878082841 ; 4.54099774872 ; 4.80124666444 ; 4.81528009821 |]	5.81610243007,4.10875732663,3.41346345601,4.20200814316,4.53849125041	0.395119102497,1.78213487257,6.66807743025,1.57807987989,0.952674204268	job_3500626.out
false	false	20160000	0.549265	0.699786	[| 0.0982508939392 ; 0.630439883751 ; 0.341127424903 ; -0.855568429274 ; -0.632456744055 ; 0.847035911246 ; -0.845743831159 ; -0.619265975903 ; -0.356389700393 ; -0.140187217631 ; -0.989891133715 ; -0.443459959065 ; 0.352363611794 ; -0.0276229668977 ; 0.395077577677 ; 0.140795006478 ; 0.857559555146 ; 0.581285481485 ; 0.000647175213976 ; 0.00094855723016 ; 0.303608149703 ; 0.327709097945 |]	[| 213 ; 14.0584880605 ; 7.47264814907 ; 13.6850795329 ; 14.0210822106 ; 7.6358986649 ; 14.0947208298 ; 8.49366821816 ; 4.92472899268 ; 4.87315599385 ; 4.86731136407 ; 4.80130253413 ; 3.63171262814 ; 4.72044987924 ; 4.05355970251 |]	0.,2.78605522187,3.49439270634,3.9050541867,3.85484668837,3.3517858184,4.04215145206,4.27736001944,2.70484478533,5.83940724859,5.82860225111	0.,0.283279192747,0.699472165214,0.242228577636,0.242228577636,0.983053919097,0.681412046506,0.462141682216,3.62711997314,1.35357614512,1.35357614512	job_3500626.out
false	false	20160000	0.550594	0.696821	[| 0.111985682325 ; 0.575364521374 ; 0.341907518992 ; -0.764201675454 ; -0.396304501559 ; 0.912563207543 ; -0.484658176052 ; -0.217042860468 ; -0.52906074953 ; 0.00332760427494 ; -0.119541261419 ; 0.319536617276 ; 0.870788564156 ; 0.45929221568 ; 0.405961252493 ; 0.150341843261 ; 0.72082764985 ; 0.223726962986 ; 0.00145955600627 ; 0.00346351909555 ; 0.359574895739 ; 0.240482856861 |]	[| 213 ; 14.0584880605 ; 7.30442027034 ; 13.0229721436 ; 13.1556235529 ; 7.38026607157 ; 14.0947208298 ; 8.49366821816 ; 4.92472899268 ; 4.87315599385 ; 4.86731136407 ; 4.83379842783 ; 3.63171262814 ; 4.63757495262 ; 4.51375521912 |]	2.78605522187,0.,2.06646248622,2.83491752107,2.88101563637,2.01843423054,2.97131488415,3.19176520611,3.03874756479,5.9202760785,5.90947108101	0.283279192747,0.,0.774796333558,0.209349908598,0.209349908598,0.786061267395,0.686549935912,0.488660784784,3.4043922764,1.23708509035,1.23708509035	job_3500626.out
false	false	20160000	0.564579	0.696791	[| 0.0656902588181 ; 0.575364521374 ; 0.341907518992 ; -0.677501401848 ; -0.458854556087 ; 0.687300231695 ; -0.604124527562 ; -0.169419189256 ; -0.797040292872 ; -0.383852990648 ; -0.549673682416 ; 0.422759408765 ; 0.900577459197 ; -0.647846163391 ; 0.307916017181 ; 0.150341843261 ; 0.72082764985 ; 0.223726962986 ; 0.00106858224418 ; 0.00402432844613 ; 0.650337181545 ; 0.0435980741656 |]	[| 213 ; 14.0584880605 ; 8.62331177109 ; 14.0213276132 ; 14.0210822106 ; 8.99140015304 ; 14.0947208298 ; 8.7790054253 ; 4.92472899268 ; 4.87315599385 ; 4.89901870846 ; 4.54878082841 ; 4.83581921936 ; 4.72044987924 ; 4.46946975131 |]	3.49439270634,2.06646248622,0.,0.926718480251,0.876510981917,1.42935557857,2.22346751972,2.44391784168,3.12212296502,5.77952244975,5.76871745227	0.699472165214,0.774796333558,0.,0.71279149046,0.71279149046,0.6334561664,1.05845900084,1.01697421023,3.14270655898,1.14402716134,1.14402716134	job_3500626.out
false	false	20160000	0.567821	0.696326	[| 0.0116690852206 ; 0.557526753738 ; 0.10395897818 ; -0.677501401848 ; -0.458854556087 ; 0.687300231695 ; -0.639922908076 ; 0.690768828536 ; -0.797040292872 ; -0.383852990648 ; -0.453368068783 ; 0.422759408765 ; 0.900577459197 ; -0.647846163391 ; 0.307916017181 ; 0.150341843261 ; 0.72082764985 ; 0.431895063277 ; 0.00106858224418 ; 0.00287127262792 ; 0.619919075012 ; 0.0435980741656 |]	[| 213 ; 14.0584880605 ; 7.30442027034 ; 13.8477818082 ; 13.1556235529 ; 7.8961426604 ; 13.543451519 ; 8.49366821816 ; 4.92472899268 ; 4.87315599385 ; 4.86731136407 ; 4.80130253413 ; 3.63171262814 ; 4.7787011572 ; 4.39053641565 |]	3.9050541867,2.83491752107,0.926718480251,0.,0.0502074983345,1.59898002095,2.04870772568,2.28391629306,3.49351399474,5.29458502859,5.2837800311	0.242228577636,0.209349908598,0.71279149046,0.,0.,0.903468048489,0.680156293691,0.460885929401,3.46129277076,1.23666191935,1.23666191935	job_3500626.out
false	false	20160000	0.567826	0.696326	[| 0.0137237767387 ; 0.557526753738 ; 0.10395897818 ; -0.677501401848 ; -0.458854556087 ; 0.687300231695 ; -0.639922908076 ; 0.690768828536 ; -0.797040292872 ; -0.383852990648 ; -0.549673682416 ; 0.422759408765 ; 0.900577459197 ; -0.647846163391 ; 0.307916017181 ; 0.150341843261 ; 0.72082764985 ; 0.431895063277 ; 0.00106858224418 ; 0.00287127262792 ; 0.619919075012 ; 0.0435980741656 |]	[| 213 ; 14.0584880605 ; 7.30442027034 ; 13.8477818082 ; 13.1556235529 ; 7.8961426604 ; 13.543451519 ; 8.49366821816 ; 4.92472899268 ; 4.87315599385 ; 4.86731136407 ; 4.80130253413 ; 3.63171262814 ; 4.7787011572 ; 4.39053641565 |]	3.85484668837,2.88101563637,0.876510981917,0.0502074983345,0.,1.64507813625,2.09480584097,2.33001440835,3.4433064964,5.34068314388,5.3298781464	0.242228577636,0.209349908598,0.71279149046,0.,0.,0.903468048489,0.680156293691,0.460885929401,3.46129277076,1.23666191935,1.23666191935	job_3500626.out
false	false	20160000	0.569016	0.695804	[| 0.0641949871333 ; 0.504759627204 ; 0.341907518992 ; -0.639536962767 ; -0.501916788573 ; 0.648202086572 ; -0.604124527562 ; 0.391866943275 ; -0.669550962139 ; -0.383852990648 ; -0.119541261419 ; -0.0506364916313 ; 0.900577459197 ; -0.647846163391 ; 0.307916017181 ; 0.150341843261 ; 0.685965235651 ; 0.223726962986 ; 0.00129747234672 ; 0.00402432844613 ; 0.301665843409 ; 0.160876543766 |]	[| 213 ; 13.4077664492 ; 8.69935743797 ; 12.579020756 ; 13.1876035903 ; 7.18109023884 ; 14.0587962812 ; 8.96285760824 ; 4.92472899268 ; 4.73549271162 ; 4.92462608511 ; 4.76517263391 ; 4.90346070411 ; 4.91773150691 ; 4.92081186829 |]	3.3517858184,2.01843423054,1.42935557857,1.59898002095,1.64507813625,0.,2.12663783628,2.30912371916,2.90051585108,5.26129535885,5.25049036137	0.983053919097,0.786061267395,0.6334561664,0.903468048489,0.903468048489,0.,1.2150281195,1.17354332889,3.09379110105,0.776878190662,0.776878190662	job_3500626.out
false	false	20160000	0.573569	0.691618	[| 0.0640004182645 ; 0.612774860698 ; 0.278203127348 ; -0.677501401848 ; -0.218868444095 ; 0.5338122953 ; -0.573474565451 ; 0.90252987943 ; -0.491414902741 ; -0.703599184218 ; -0.349018819548 ; 0.588753607338 ; -0.0739356533349 ; -0.502156157435 ; 0.307916017181 ; 0.190764063073 ; 0.713557901224 ; 0.231106085693 ; 0.00132418690252 ; 0.000818786601337 ; 0.364735383796 ; 0.0478307613787 |]	[| 213 ; 14.0584880605 ; 7.47264814907 ; 17.6553638122 ; 13.1382933905 ; 7.24404075841 ; 14.0947208298 ; 8.39842772785 ; 4.92472899268 ; 4.90294000788 ; 4.28875244471 ; 4.80130253413 ; 3.9872837755 ; 4.67768745291 ; 4.24676809684 |]	4.04215145206,2.97131488415,2.22346751972,2.04870772568,2.09480584097,2.12663783628,0.,0.23520856738,3.50500786995,5.13618758674,5.12538258926	0.681412046506,0.686549935912,1.05845900084,0.680156293691,0.680156293691,1.2150281195,0.,0.282781666559,3.87304256272,1.3505547484,1.3505547484	job_3500626.out
false	false	20160000	0.574083	0.691592	[| 0.0640004182645 ; 0.612774860698 ; 0.278203127348 ; -0.63873154333 ; -0.218868444095 ; 0.5338122953 ; -0.573474565451 ; 0.90252987943 ; -0.491414902741 ; -0.783520493379 ; -0.349018819548 ; 0.588753607338 ; -0.0739356533349 ; -0.502156157435 ; 0.307916017181 ; 0.190764063073 ; 0.713557901224 ; 0.055243102153 ; 0.00132418690252 ; 0.000818786601337 ; 0.364735383796 ; 0.0478307613787 |]	[| 213 ; 14.0584880605 ; 7.47264814907 ; 17.9351641732 ; 13.1382933905 ; 7.24404075841 ; 14.0947208298 ; 8.49366821816 ; 4.92472899268 ; 4.95001965212 ; 4.86731136407 ; 4.80130253413 ; 3.63171262814 ; 4.72044987924 ; 4.24676809684 |]	4.27736001944,3.19176520611,2.44391784168,2.28391629306,2.33001440835,2.30912371916,0.23520856738,0.,3.5900439886,5.3326262956,5.32182129812	0.462141682216,0.488660784784,1.01697421023,0.460885929401,0.460885929401,1.17354332889,0.282781666559,0.,3.8665447696,1.30906995779,1.30906995779	job_3500626.out
false	false	20160000	0.578117	0.680261	[| 0.0553545868983 ; 0.650239551883 ; 0.341347109107 ; -0.438592023368 ; 0.0758562439034 ; 0.810955631669 ; -0.862363501088 ; 0.268041913973 ; -0.186329209609 ; -0.0354533717724 ; -0.990382154248 ; -0.813111612143 ; 0.839233030173 ; -0.00559012322015 ; 0.213924859666 ; 0.103346842573 ; 0.807361134156 ; 0.175404790585 ; 0.00150845164213 ; 0.00781810517674 ; 0.364735383796 ; 0.0387764349381 |]	[| 4 ; 8.6566772389 ; 8.98530313548 ; 8.67932272871 ; 8.22852249381 ; 9.84254608585 ; 8.7374274902 ; 8.14974779203 ; 4.25854013406 ; 4.82259884204 ; 4.91413505408 ; 4.87754785088 ; 4.84573593953 ; 4.20652707865 ; 4.67409460424 |]	2.70484478533,3.03874756479,3.12212296502,3.49351399474,3.4433064964,2.90051585108,3.50500786995,3.5900439886,0.,5.53848085337,5.52767585589	3.62711997314,3.4043922764,3.14270655898,3.46129277076,3.46129277076,3.09379110105,3.87304256272,3.8665447696,0.,3.46181467934,3.46181467934	job_3500626.out
false	false	20160000	0.581453	0.673335	[| 0.0787210887391 ; 0.903006322278 ; 0.388997996173 ; -0.405951426412 ; 0.50926554028 ; 0.421501461822 ; -0.923545801643 ; 0.632960304364 ; -0.735512780995 ; -0.0214551622053 ; 0.730233585234 ; -0.124749454133 ; -0.850751986464 ; -0.301533381109 ; 0.258370290075 ; 0.608234455487 ; 0.801967096689 ; 0.47555810146 ; 0.00441142985727 ; 0.765697346828 ; 0.595755481516 ; 0.310769509738 |]	[| 213 ; 13.4077664492 ; 7.40603197567 ; 15.3204598836 ; 10.6367106292 ; 7.283762129 ; 14.0587962812 ; 12.5848522763 ; 4.92472899268 ; 4.69065877919 ; 4.92280301105 ; 4.76517263391 ; 4.78841183632 ; 4.91773150691 ; 4.92081186829 |]	5.83940724859,5.9202760785,5.77952244975,5.29458502859,5.34068314388,5.26129535885,5.13618758674,5.3326262956,5.53848085337,0.,0.0108049974823	1.35357614512,1.23708509035,1.14402716134,1.23666191935,1.23666191935,0.776878190662,1.3505547484,1.30906995779,3.46181467934,0.,0.	job_3500626.out
false	false	20160000	0.582458	0.673282	[| 0.0787210887391 ; 0.903006322278 ; 0.388997996173 ; -0.405951426412 ; 0.50926554028 ; 0.421501461822 ; -0.901935806678 ; 0.632960304364 ; -0.735512780995 ; -0.0214551622053 ; 0.730233585234 ; -0.124749454133 ; -0.850751986464 ; -0.301533381109 ; 0.258370290075 ; 0.608234455487 ; 0.801967096689 ; 0.47555810146 ; 0.00441142985727 ; 0.765697346828 ; 0.595755481516 ; 0.310769509738 |]	[| 213 ; 13.4077664492 ; 7.40603197567 ; 15.3204598836 ; 10.6367106292 ; 7.283762129 ; 14.0587962812 ; 12.5848522763 ; 4.92472899268 ; 4.69065877919 ; 4.92280301105 ; 4.76517263391 ; 4.78841183632 ; 4.91773150691 ; 4.92081186829 |]	5.82860225111,5.90947108101,5.76871745227,5.2837800311,5.3298781464,5.25049036137,5.12538258926,5.32182129812,5.52767585589,0.0108049974823,0.	1.35357614512,1.23708509035,1.14402716134,1.23666191935,1.23666191935,0.776878190662,1.3505547484,1.30906995779,3.46181467934,0.,0.	job_3500626.out
true	false	20160000	0.677681	0.681007	[| 0.385652341679 ; 0.686526024792 ; -0.306737504953 ; -0.165500432543 ; -0.161451012838 ; 0.885344127879 ; -0.598215933181 ; -0.463272043533 ; -0.0508989214388 ; -0.154090249397 ; -0.67360826921 ; -0.489003274101 ; 0.75033485828 ; -0.345782846117 ; 0.00213029518126 ; 0.495892079537 ; 0.413855584274 ; 0.496689118245 ; 1.43440524574e-05 ; 0.147751721196 ; 0.852223603204 ; 0.786878836509 |]	[| 4 ; 8.6566772389 ; 8.6692295731 ; 8.67932272871 ; 8.85283422389 ; 9.84254608585 ; 11.7938580798 ; 8.58814408106 ; 4.25854013406 ; 4.82259884204 ; 4.74169899997 ; 4.87754785088 ; 4.84573593953 ; 4.20652707865 ; 4.67409460424 |]	4.59911337602,5.29538224038,4.96222367127,5.23465741013,5.18444991179,5.44844781203,6.0811058606,6.27754456946,4.83891913473,6.51765104109,6.5068460436	3.34351282414,3.1207851274,2.86145653033,3.17768562176,3.17768562176,2.8244032259,3.540235016,3.5829376206,0.359909882892,3.18812282351,3.18812282351	job_3500626.out
false	true	20160000	0.575516	0.708897	[| 0.012763545825 ; 0.792035218328 ; 0.064230152475 ; -0.508884368503 ; 0.753549450874 ; 0.44108401472 ; 0.335548942813 ; 0.512333534389 ; -0.00872982941707 ; -0.000130954717275 ; -0.119295457367 ; 0.8661672337 ; 0.231341869861 ; 0.0752089370119 ; 0.231318418032 ; 0.000550310118037 ; 0.248081605371 ; 0.0938950925119 ; 3.50726700123e-08 ; 0.00290126782365 ; 0.115901169714 ; 0.648783025976 |]	[| 213 ; 12.032015526 ; 10.087390033 ; 11.8021085604 ; 12.4705020855 ; 12.2108015923 ; 12.2107572208 ; 12.3042339893 ; 4.71367020086 ; 4.55708813478 ; 4.88680387925 ; 4.54878082841 ; 4.36783781694 ; 4.80124666444 ; 4.81528009821 |]	5.96944781508,4.79595438585,5.72260205709,5.46437789895,5.51239647608,4.95137217995,4.61463345598,4.53665017848,4.9552099595,6.3916273802,6.38082238272	1.90474565493,1.73970336835,1.49340704556,1.70979281357,1.70979281357,1.38439522092,2.185655242,2.14417045139,3.1325114036,1.48597050642,1.48597050642	job_3500626.out
false	false	25200000	0.549935	0.700968	[| 0.0982508939392 ; 0.613110594747 ; 0.341127424903 ; -0.855568429274 ; -0.564380008403 ; 0.847035911246 ; -0.860747712021 ; -0.744614770454 ; -0.356389700393 ; -0.140187217631 ; -0.989891133715 ; -0.443459959065 ; 0.352363611794 ; -0.0276229668977 ; 0.395077577677 ; 0.140795006478 ; 0.857559555146 ; 0.618922927921 ; 0.000647175213976 ; 0.00094855723016 ; 0.303608149703 ; 0.327709097945 |]	[| 213 ; 14.2975015841 ; 7.26589377557 ; 13.653028334 ; 13.5981051128 ; 7.24192732003 ; 14.0947208298 ; 7.51714956227 ; 4.94991045991 ; 4.52808016376 ; 4.97021287195 ; 4.94393810756 ; 4.32431088691 ; 4.72044987924 ; 3.46550081899 |]	0.,1.35899438726,4.03929219714,3.90242872063,3.15404148344,4.15875437488,3.83740533775,3.87137076915,3.98090457832,6.57460623413	0.,1.25543542748,0.668046614334,0.803885370667,0.670278417977,0.811629682534,0.885803890411,8.02109254278,2.00308115839,0.940922177046	job_3500626.out
false	false	25200000	0.555583	0.700031	[| 0.0982508939392 ; 0.583158629087 ; 0.467221747336 ; -0.717436989422 ; -0.36233025376 ; 0.851490112847 ; -0.855983211063 ; -0.468968581892 ; -0.313515155852 ; -0.140187217631 ; -0.869588132447 ; -0.358866442865 ; 0.282685083243 ; -0.154103047743 ; 0.375325526328 ; 0.178403939106 ; 0.857559555146 ; 0.251370963994 ; 0.00106043315045 ; 0.000604924907964 ; 0.34773469587 ; 0.589420095492 |]	[| 213 ; 13.7213784761 ; 7.47264814907 ; 17.6553638122 ; 13.1382933905 ; 7.24404075841 ; 14.0947208298 ; 7.87533655259 ; 4.93611926074 ; 2.24022483004 ; 4.86731136407 ; 4.80130253413 ; 3.63171262814 ; 4.72044987924 ; 3.28506244224 |]	1.35899438726,0.,3.75209226611,3.62406621325,2.88383332828,3.68164086671,3.5603120552,3.56196462884,3.80637417737,6.49577018855	1.25543542748,0.,1.69975370295,1.83559245929,1.7019855066,1.82472293348,1.868880079,7.96378979523,2.73463981338,0.408541479544	job_3500626.out
false	false	25200000	0.561336	0.699816	[| 0.0137237767387 ; 0.557526753738 ; 0.11368876522 ; -0.883516033697 ; -0.458854556087 ; 0.560410777755 ; -0.639922908076 ; 0.280713826737 ; -0.797040292872 ; -0.383852990648 ; -0.549673682416 ; 0.634527182968 ; 0.900577459197 ; -0.647846163391 ; 0.382227359081 ; 0.150341843261 ; 0.72082764985 ; 0.112932207733 ; 0.00106858224418 ; 0.00184263229113 ; 0.619919075012 ; 0.0435980741656 |]	[| 213 ; 13.6899267886 ; 7.26589377557 ; 12.6891264062 ; 13.1556235529 ; 7.24192732003 ; 13.6959138113 ; 7.18945478491 ; 4.92472899268 ; 4.87315599385 ; 4.97021287195 ; 4.80130253413 ; 4.85686884179 ; 4.72044987924 ; 4.30924785667 |]	4.03929219714,3.75209226611,0.,0.314930503938,1.7223163218,1.22556697637,2.35801546991,3.94242018659,1.27286449206,5.98161694635	0.668046614334,1.69975370295,0.,0.135838756333,0.0592042348599,0.604357557511,0.739659755016,8.28738527736,1.79890151115,1.42770383056	job_3500626.out
false	false	25200000	0.562507	0.699620	[| 0.0137237767387 ; 0.557526753738 ; 0.11368876522 ; -0.677501401848 ; -0.458854556087 ; 0.560410777755 ; -0.639922908076 ; 0.280713826737 ; -0.797040292872 ; -0.383852990648 ; -0.549673682416 ; 0.634527182968 ; 0.900577459197 ; -0.647846163391 ; 0.382227359081 ; 0.150341843261 ; 0.72082764985 ; 0.324855395747 ; 0.00106858224418 ; 0.00184263229113 ; 0.619919075012 ; 0.0435980741656 |]	[| 213 ; 13.259874519 ; 7.26589377557 ; 12.3804000452 ; 13.1556235529 ; 7.24192732003 ; 12.532949853 ; 7.18945478491 ; 4.92472899268 ; 4.87315599385 ; 4.97021287195 ; 4.80130253413 ; 4.85686884179 ; 4.72044987924 ; 4.30924785667 |]	3.90242872063,3.62406621325,0.314930503938,0.,1.98860814665,0.979412747201,2.2453418315,3.98196444726,0.95793398812,5.66668644241	0.803885370667,1.83559245929,0.135838756333,0.,0.13360695269,0.740196313844,0.831394745503,8.25708632538,1.66306275481,1.56354258689	job_3500626.out
false	false	25200000	0.563047	0.699081	[| 0.111985682325 ; 0.575364521374 ; 0.341907518992 ; -0.870058590241 ; -0.450925988846 ; 0.579945512682 ; -0.484658176052 ; -0.0356625562393 ; -0.52906074953 ; 0.00332760427494 ; -0.353462655859 ; 0.479355962408 ; 0.359159868505 ; -0.205633244847 ; 0.405961252493 ; 0.150341843261 ; 0.72082764985 ; 0.13052282555 ; 0.00133377302569 ; 0.00346351909555 ; 0.760097717372 ; 0.100948737067 |]	[| 213 ; 13.259874519 ; 7.26589377557 ; 12.6891264062 ; 13.1556235529 ; 7.24192732003 ; 14.0947208298 ; 7.18945478491 ; 4.92472899268 ; 4.87315599385 ; 4.97021287195 ; 4.80130253413 ; 4.85686884179 ; 4.72044987924 ; 4.30924785667 |]	3.15404148344,2.88383332828,1.7223163218,1.98860814665,0.,2.19240605989,2.62954921302,3.6364023784,2.90104959566,5.59220346292	0.670278417977,1.7019855066,0.0592042348599,0.13360695269,0.,0.611721439518,0.747023637024,8.34658951222,1.7966697075,1.4299356342	job_3500626.out
false	false	25200000	0.570974	0.698374	[| 0.0116690852206 ; 0.557526753738 ; 0.398462260222 ; -0.677501401848 ; -0.441408396682 ; 0.687300231695 ; -0.639922908076 ; 0.840324603487 ; -0.797040292872 ; -0.383852990648 ; -0.253265435449 ; 0.385116622927 ; 0.900577459197 ; -0.548071907247 ; 0.307916017181 ; 0.171450134098 ; 0.715964086093 ; 0.290467258364 ; 0.000475672343853 ; 0.00141797274657 ; 0.610978060016 ; 0.0280264109259 |]	[| 213 ; 14.0275117499 ; 8.69935743797 ; 13.5149943098 ; 13.1876035903 ; 7.16603005805 ; 14.0587962812 ; 8.16330914782 ; 4.97367320829 ; 4.71686862328 ; 4.92280301105 ; 4.86250153553 ; 4.71684774512 ; 4.91773150691 ; 4.92081186829 |]	4.15875437488,3.68164086671,1.22556697637,0.979412747201,2.19240605989,0.,1.60846146011,3.53300005817,1.20038241273,5.08305881633	0.811629682534,1.82472293348,0.604357557511,0.740196313844,0.611721439518,0.,0.282324011177,8.47925113755,1.59408281617,1.47349592811	job_3500626.out
false	false	25200000	0.572934	0.697727	[| 0.0311491830819 ; 0.504759627204 ; 0.341907518992 ; -0.639536962767 ; -0.835825501185 ; 0.648202086572 ; -0.607667205615 ; 0.680231091523 ; -0.665316913384 ; -0.80240954069 ; -0.119541261419 ; -0.082874896345 ; 0.909801159582 ; -0.0696093292515 ; 0.307916017181 ; 0.163940504708 ; 0.696043832897 ; 0.223726962986 ; 0.00124651696276 ; 0.00114457683733 ; 0.643373152699 ; 0.256598362675 |]	[| 213 ; 14.0275117499 ; 8.69935743797 ; 12.0437361929 ; 12.6797044198 ; 7.16603005805 ; 14.0587962812 ; 8.47896421893 ; 4.92472899268 ; 4.71686862328 ; 4.92280301105 ; 4.86250153553 ; 4.29215658989 ; 4.91773150691 ; 4.92081186829 |]	3.83740533775,3.5603120552,2.35801546991,2.2453418315,2.62954921302,1.60846146011,0.,3.04223022585,2.55137260594,4.61711155974	0.885803890411,1.868880079,0.739659755016,0.831394745503,0.747023637024,0.282324011177,0.,8.40814203789,1.3933950628,1.46686435802	job_3500626.out
